timestamp,tool_id,pad_hours,retaining_ring_hours,platen_motor_current,carrier_motor_current,slurry_flow_rate,downforce_pressure,vibration,temperature_c,alarm_count,wafer_removal_rate,process_drift_nm,maintenance_event,maintenance_state
2026-01-03 08:00:00,CMP-01,57.2,37.67,18.7,11.76,214.19,4.187,0.369,22.01,0,106.01,1.01,0,normal
2026-01-03 09:00:00,CMP-01,59.59,37.83,18.12,10.79,213.01,4.089,0.322,21.23,0,105.83,0.83,0,normal
2026-01-03 10:00:00,CMP-01,56.78,36.09,18.33,11.54,214.52,4.2,0.388,22.43,0,105.33,0.33,0,normal
2026-01-03 11:00:00,CMP-01,59.37,37.44,18.55,11.33,212.14,4.157,0.37,21.12,0,103.03,1.97,0,normal
2026-01-03 12:00:00,CMP-01,59.17,41.13,16.37,12.22,207.92,4.245,0.337,22.88,0,102.24,2.76,0,normal
2026-01-03 13:00:00,CMP-01,61.23,40.03,19.18,12.06,214.24,4.193,0.261,22.04,1,102.75,2.25,0,normal
2026-01-03 14:00:00,CMP-01,59.86,40.3,19.82,11.52,207.84,4.258,0.323,21.33,0,104.82,0.18,0,normal
2026-01-03 15:00:00,CMP-01,61.96,42.22,18.78,11.77,207.33,4.165,0.408,20.81,0,104.57,0.43,0,normal
2026-01-03 16:00:00,CMP-01,63.65,44.54,18.81,12.94,215.89,4.315,0.337,23.06,0,105.36,0.36,0,normal
2026-01-03 17:00:00,CMP-01,66.62,43.81,16.87,11.42,212.93,4.016,0.38,22.95,0,105.54,0.54,0,normal
2026-01-03 18:00:00,CMP-01,68.06,43.07,17.91,11.45,210.66,4.119,0.325,21.18,0,104.83,0.17,0,normal
2026-01-03 19:00:00,CMP-01,64.62,43.98,17.35,11.86,212.79,4.239,0.257,23.08,0,104.12,0.88,0,normal
2026-01-03 20:00:00,CMP-01,66.57,44.94,17.53,11.58,213.29,4.079,0.37,22.11,0,103.58,1.42,0,normal
2026-01-03 21:00:00,CMP-01,70.16,44.11,18.77,11.74,204.34,4.259,0.365,21.86,0,102.41,2.59,0,normal
2026-01-03 22:00:00,CMP-01,66.41,44.23,17.36,12.32,209.41,4.103,0.32,21.94,0,106.39,1.39,0,normal
2026-01-03 23:00:00,CMP-01,70.17,46.21,17.9,13.04,205.07,4.207,0.33,21.82,0,105.69,0.69,0,normal
2026-01-04 00:00:00,CMP-01,71.82,45.66,16.47,10.93,210.27,4.127,0.363,22.94,0,103.51,1.49,0,normal
2026-01-04 01:00:00,CMP-01,75.26,47.38,17.87,11.99,207.1,4.165,0.319,22.1,0,104.5,0.5,0,normal
2026-01-04 02:00:00,CMP-01,75.24,48.22,18.07,12.02,215.21,4.214,0.366,20.8,0,105.96,0.96,0,normal
2026-01-04 03:00:00,CMP-01,74.41,51.56,17.44,11.95,211.85,4.192,0.339,23.37,0,107.02,2.02,0,normal
2026-01-04 04:00:00,CMP-01,75.34,48.38,17.42,11.89,206.54,4.169,0.232,22.58,0,104.07,0.93,0,normal
2026-01-04 05:00:00,CMP-01,76.55,49.9,19.51,11.8,209.71,4.372,0.342,21.29,0,105.22,0.22,0,normal
2026-01-04 06:00:00,CMP-01,80.74,50.5,17.03,12.6,204.94,4.201,0.319,21.77,0,105.96,0.96,0,normal
2026-01-04 07:00:00,CMP-01,78.23,51.87,17.16,11.72,209.94,4.122,0.307,21.41,0,103.04,1.96,0,normal
2026-01-04 08:00:00,CMP-01,79.45,53.26,17.35,11.92,211.96,4.274,0.369,22.03,0,104.35,0.65,0,normal
2026-01-04 09:00:00,CMP-01,81.63,52.06,18.96,12.0,210.83,4.266,0.325,22.26,0,105.06,0.06,0,normal
2026-01-04 10:00:00,CMP-01,81.78,52.31,19.68,12.06,202.07,4.298,0.375,22.16,0,103.58,1.42,0,normal
2026-01-04 11:00:00,CMP-01,82.64,51.98,18.27,11.9,208.44,4.343,0.403,21.61,1,107.34,2.34,0,normal
2026-01-04 12:00:00,CMP-01,81.99,53.49,17.43,12.6,211.81,4.125,0.356,21.48,1,106.18,1.18,0,normal
2026-01-04 13:00:00,CMP-01,84.98,55.89,17.66,11.99,211.0,4.285,0.272,22.55,0,105.34,0.34,0,normal
2026-01-04 14:00:00,CMP-01,85.2,55.95,18.85,12.1,214.41,4.291,0.313,21.93,0,104.29,0.71,0,normal
2026-01-04 15:00:00,CMP-01,89.1,55.33,17.27,11.97,204.64,4.2,0.394,23.47,1,105.6,0.6,0,normal
2026-01-04 16:00:00,CMP-01,89.18,56.75,19.16,11.4,211.87,4.22,0.336,21.47,0,105.91,0.91,0,normal
2026-01-04 17:00:00,CMP-01,88.96,57.89,19.13,11.5,207.17,3.96,0.309,22.52,0,104.22,0.78,0,normal
2026-01-04 18:00:00,CMP-01,91.2,59.1,18.06,11.37,210.55,4.154,0.344,22.03,0,104.58,0.42,0,normal
2026-01-04 19:00:00,CMP-01,90.39,58.44,18.52,12.12,211.39,4.343,0.374,21.5,0,103.47,1.53,0,normal
2026-01-04 20:00:00,CMP-01,93.89,59.5,18.6,11.57,212.52,4.057,0.362,22.89,0,105.15,0.15,0,normal
2026-01-04 21:00:00,CMP-01,92.99,58.27,19.24,11.36,207.47,4.157,0.381,22.08,0,105.83,0.83,0,normal
2026-01-04 22:00:00,CMP-01,95.05,59.72,17.16,12.14,210.51,4.223,0.308,21.42,0,106.23,1.23,0,normal
2026-01-04 23:00:00,CMP-01,92.68,63.69,18.94,12.32,205.1,4.246,0.335,21.79,0,105.31,0.31,0,normal
2026-01-05 00:00:00,CMP-01,96.62,59.77,17.7,10.94,204.13,4.331,0.336,22.67,1,105.51,0.51,0,normal
2026-01-05 01:00:00,CMP-01,93.96,62.64,17.39,13.01,211.99,4.059,0.348,21.2,0,104.52,0.48,0,normal
2026-01-05 02:00:00,CMP-01,94.34,63.96,18.08,12.02,209.55,4.203,0.245,22.9,0,104.46,0.54,0,normal
2026-01-05 03:00:00,CMP-01,98.45,63.9,17.83,11.94,203.3,4.269,0.337,22.45,0,105.88,0.88,0,normal
2026-01-05 04:00:00,CMP-01,98.38,64.03,17.21,12.64,206.37,4.095,0.283,21.82,0,105.26,0.26,0,normal
2026-01-05 05:00:00,CMP-01,101.3,65.58,16.72,12.04,209.85,4.197,0.418,22.89,0,104.11,0.89,0,normal
2026-01-05 06:00:00,CMP-01,106.04,66.29,17.25,11.64,215.99,4.351,0.426,23.14,0,106.09,1.09,0,normal
2026-01-05 07:00:00,CMP-01,101.5,66.85,19.16,13.32,213.95,4.305,0.432,22.39,0,106.3,1.3,0,normal
2026-01-05 08:00:00,CMP-01,102.88,65.35,19.57,11.36,212.96,4.243,0.389,22.11,0,106.08,1.08,0,normal
2026-01-05 09:00:00,CMP-01,105.37,68.07,18.52,11.94,202.63,3.991,0.325,23.21,0,104.57,0.43,0,normal
2026-01-05 10:00:00,CMP-01,106.89,67.87,18.95,12.51,209.38,4.19,0.396,22.98,0,104.39,0.61,0,normal
2026-01-05 11:00:00,CMP-01,106.68,68.89,17.59,11.36,211.68,4.231,0.339,21.39,0,105.62,0.62,0,normal
2026-01-05 12:00:00,CMP-01,107.63,70.47,17.94,11.94,211.34,4.175,0.379,21.86,0,107.08,2.08,0,normal
2026-01-05 13:00:00,CMP-01,110.26,71.62,18.23,12.23,211.43,4.195,0.304,21.86,0,105.31,0.31,0,normal
2026-01-05 14:00:00,CMP-01,110.94,72.58,17.13,13.44,208.83,4.447,0.32,21.73,0,104.17,0.83,0,normal
2026-01-05 15:00:00,CMP-01,109.14,71.55,17.21,11.46,216.8,4.183,0.372,21.02,0,105.96,0.96,0,normal
2026-01-05 16:00:00,CMP-01,111.86,73.91,18.08,11.97,215.67,4.122,0.437,22.59,1,104.07,0.93,0,normal
2026-01-05 17:00:00,CMP-01,113.06,74.86,17.74,12.4,209.39,4.219,0.348,22.05,0,105.24,0.24,0,normal
2026-01-05 18:00:00,CMP-01,112.1,75.46,17.15,12.05,205.85,4.175,0.46,22.06,0,104.35,0.65,0,normal
2026-01-05 19:00:00,CMP-01,115.47,76.42,18.31,11.28,217.98,4.175,0.485,22.92,0,106.77,1.77,0,normal
2026-01-05 20:00:00,CMP-01,114.46,75.23,17.79,12.24,207.56,4.193,0.286,21.63,0,104.95,0.05,0,normal
2026-01-05 21:00:00,CMP-01,118.75,75.84,18.82,12.06,214.55,4.262,0.348,21.96,0,106.6,1.6,0,normal
2026-01-05 22:00:00,CMP-01,118.35,77.69,18.0,12.27,217.4,4.219,0.302,22.18,0,108.26,3.26,0,normal
2026-01-05 23:00:00,CMP-01,119.16,75.71,17.76,12.68,205.99,4.104,0.342,21.72,0,104.46,0.54,0,normal
2026-01-06 00:00:00,CMP-01,118.94,78.25,18.1,12.61,210.93,4.189,0.323,21.93,0,104.15,0.85,0,normal
2026-01-06 01:00:00,CMP-01,120.79,78.01,17.86,12.24,208.38,4.238,0.346,22.5,0,105.43,0.43,0,normal
2026-01-06 02:00:00,CMP-01,118.4,78.86,17.47,12.19,211.83,4.163,0.397,21.99,0,105.07,0.07,0,normal
2026-01-06 03:00:00,CMP-01,120.96,77.86,17.68,11.34,211.05,4.292,0.396,22.87,1,105.27,0.27,0,normal
2026-01-06 04:00:00,CMP-01,124.65,79.53,18.6,11.92,217.55,4.262,0.362,21.51,0,104.94,0.06,0,normal
2026-01-06 05:00:00,CMP-01,121.17,81.23,18.52,12.13,212.13,4.121,0.349,22.13,0,105.83,0.83,0,normal
2026-01-06 06:00:00,CMP-01,127.52,82.97,19.03,11.76,209.73,4.226,0.355,21.06,0,105.09,0.09,0,normal
2026-01-06 07:00:00,CMP-01,123.86,83.74,16.65,12.06,214.27,4.359,0.355,21.92,0,102.89,2.11,0,normal
2026-01-06 08:00:00,CMP-01,129.36,83.1,17.69,11.5,208.68,4.325,0.378,21.54,0,104.65,0.35,0,normal
2026-01-06 09:00:00,CMP-01,127.48,83.62,17.67,12.92,208.31,4.195,0.349,22.9,0,105.27,0.27,0,normal
2026-01-06 10:00:00,CMP-01,131.4,83.5,18.14,13.29,218.72,4.272,0.374,22.49,0,107.07,2.07,0,normal
2026-01-06 11:00:00,CMP-01,131.24,85.63,17.64,11.77,206.48,4.146,0.284,22.33,1,104.08,0.92,0,normal
2026-01-06 12:00:00,CMP-01,129.23,85.5,17.59,12.24,207.81,4.084,0.388,23.21,0,103.93,1.07,0,normal
2026-01-06 13:00:00,CMP-01,135.25,87.18,18.63,11.86,209.94,4.244,0.436,22.95,0,106.34,1.34,0,normal
2026-01-06 14:00:00,CMP-01,136.6,89.2,18.14,12.76,205.54,4.22,0.358,22.47,0,103.97,1.03,0,normal
2026-01-06 15:00:00,CMP-01,134.88,87.71,17.07,12.26,201.33,4.241,0.279,21.55,0,104.45,0.55,0,normal
2026-01-06 16:00:00,CMP-01,135.51,86.6,19.07,12.05,213.99,4.198,0.416,21.05,0,105.89,0.89,0,normal
2026-01-06 17:00:00,CMP-01,136.71,88.02,18.8,11.87,206.63,4.226,0.333,21.98,0,105.6,0.6,0,normal
2026-01-06 18:00:00,CMP-01,136.24,87.95,17.54,12.08,207.6,4.159,0.201,21.77,0,104.84,0.16,0,normal
2026-01-06 19:00:00,CMP-01,140.98,88.91,18.67,11.4,208.28,4.238,0.338,21.57,0,103.61,1.39,0,normal
2026-01-06 20:00:00,CMP-01,139.02,92.57,17.41,12.41,205.84,4.267,0.379,21.81,0,105.85,0.85,0,normal
2026-01-06 21:00:00,CMP-01,140.91,91.92,18.9,11.57,205.47,4.195,0.368,20.91,0,104.17,0.83,0,normal
2026-01-06 22:00:00,CMP-01,140.57,90.48,17.83,12.32,210.41,4.265,0.411,22.98,0,104.46,0.54,0,normal
2026-01-06 23:00:00,CMP-01,141.87,93.73,17.36,12.08,219.36,4.058,0.38,21.25,0,108.07,3.07,0,normal
2026-01-07 00:00:00,CMP-01,141.7,95.11,17.7,12.66,212.71,4.137,0.355,21.56,0,106.25,1.25,0,normal
2026-01-07 01:00:00,CMP-01,147.26,93.82,17.39,11.99,212.75,4.316,0.252,22.38,0,104.03,0.97,0,normal
2026-01-07 02:00:00,CMP-01,145.72,94.09,18.15,12.61,203.74,4.341,0.294,20.93,0,103.97,1.03,0,normal
2026-01-07 03:00:00,CMP-01,148.74,95.15,18.14,11.45,209.67,4.22,0.358,22.61,0,104.72,0.28,0,normal
2026-01-07 04:00:00,CMP-01,148.02,96.54,18.03,12.37,205.03,4.192,0.383,22.62,0,103.77,1.23,0,normal
2026-01-07 05:00:00,CMP-01,147.75,97.62,17.55,11.87,212.85,4.099,0.299,21.79,0,103.06,1.94,0,normal
2026-01-07 06:00:00,CMP-01,149.41,98.92,15.07,12.12,208.85,4.229,0.319,21.29,0,105.85,0.85,0,normal
2026-01-07 07:00:00,CMP-01,149.99,99.6,18.07,12.04,209.92,4.262,0.373,21.69,0,105.9,0.9,0,normal
2026-01-07 08:00:00,CMP-01,152.01,100.22,16.48,12.56,209.41,4.081,0.255,20.78,0,105.25,0.25,0,normal
2026-01-07 09:00:00,CMP-01,152.32,101.08,18.2,10.79,207.43,4.245,0.253,22.92,0,104.36,0.64,0,normal
2026-01-07 10:00:00,CMP-01,153.46,100.89,18.9,12.19,203.68,4.239,0.338,22.04,0,104.76,0.24,0,normal
2026-01-07 11:00:00,CMP-01,152.52,98.91,18.22,11.1,212.08,4.235,0.362,21.51,0,105.92,0.92,0,normal
2026-01-07 12:00:00,CMP-01,154.55,101.24,17.69,12.72,204.23,4.11,0.326,21.4,0,103.37,1.63,0,normal
2026-01-07 13:00:00,CMP-01,159.98,102.43,17.86,10.82,205.04,4.243,0.236,22.38,1,104.25,0.75,0,normal
2026-01-07 14:00:00,CMP-01,156.79,102.24,17.89,11.4,208.57,4.08,0.351,22.99,1,104.27,0.73,0,normal
2026-01-07 15:00:00,CMP-01,157.1,104.44,17.56,11.0,206.94,4.319,0.284,21.16,0,105.57,0.57,0,normal
2026-01-07 16:00:00,CMP-01,160.61,103.57,17.53,12.98,210.81,4.211,0.382,21.62,0,105.39,0.39,0,normal
2026-01-07 17:00:00,CMP-01,163.53,103.54,17.26,11.23,213.81,4.107,0.344,20.84,0,103.84,1.16,0,normal
2026-01-07 18:00:00,CMP-01,159.38,107.03,18.95,12.07,210.76,4.308,0.362,22.45,0,104.38,0.62,0,normal
2026-01-07 19:00:00,CMP-01,162.62,106.75,17.99,11.68,210.55,4.292,0.381,22.1,0,107.08,2.08,0,normal
2026-01-07 20:00:00,CMP-01,162.86,106.86,18.77,10.92,209.86,4.148,0.323,23.49,1,103.9,1.1,0,normal
2026-01-07 21:00:00,CMP-01,161.83,108.36,17.8,11.8,213.2,4.376,0.39,21.92,0,105.45,0.45,0,normal
2026-01-07 22:00:00,CMP-01,167.32,109.18,18.06,12.4,202.38,4.12,0.411,21.71,0,103.69,1.31,0,normal
2026-01-07 23:00:00,CMP-01,166.96,108.96,17.86,11.89,211.23,4.225,0.369,21.53,1,106.54,1.54,0,normal
2026-01-08 00:00:00,CMP-01,168.13,106.25,18.37,12.56,206.03,4.295,0.415,22.56,0,104.63,0.37,0,normal
2026-01-08 01:00:00,CMP-01,167.65,109.04,18.66,11.78,204.83,4.018,0.318,20.92,0,104.11,0.89,0,normal
2026-01-08 02:00:00,CMP-01,170.82,109.95,18.19,12.0,209.78,4.28,0.395,22.5,0,103.66,1.34,0,normal
2026-01-08 03:00:00,CMP-01,170.03,109.97,17.46,11.77,208.21,4.195,0.363,22.16,0,104.6,0.4,0,normal
2026-01-08 04:00:00,CMP-01,171.74,112.04,17.38,12.21,212.1,4.199,0.301,21.67,1,106.13,1.13,0,normal
2026-01-08 05:00:00,CMP-01,171.01,113.88,19.33,13.14,214.17,4.114,0.346,21.4,0,106.12,1.12,0,normal
2026-01-08 06:00:00,CMP-01,171.81,112.52,17.78,12.22,200.46,4.227,0.323,22.7,0,102.75,2.25,0,normal
2026-01-08 07:00:00,CMP-01,177.4,112.39,17.77,12.12,209.47,4.111,0.322,23.23,0,106.75,1.75,0,normal
2026-01-08 08:00:00,CMP-01,175.09,116.83,19.17,11.63,217.6,4.123,0.354,21.7,0,105.35,0.35,0,normal
2026-01-08 09:00:00,CMP-01,177.53,114.51,18.87,11.55,213.23,4.164,0.402,22.35,1,104.08,0.92,0,normal
2026-01-08 10:00:00,CMP-01,177.94,114.22,18.43,12.88,215.55,4.102,0.334,23.16,0,105.61,0.61,0,normal
2026-01-08 11:00:00,CMP-01,178.21,116.64,17.68,11.33,210.17,4.326,0.356,21.59,0,104.32,0.68,0,normal
2026-01-08 12:00:00,CMP-01,179.09,117.51,19.88,11.45,204.02,4.094,0.277,21.83,1,103.88,1.12,0,normal
2026-01-08 13:00:00,CMP-01,182.13,116.8,18.31,11.94,205.26,4.14,0.355,21.19,0,103.92,1.08,0,normal
2026-01-08 14:00:00,CMP-01,181.46,119.25,18.44,11.74,212.61,4.175,0.407,21.9,0,105.12,0.12,0,normal
2026-01-08 15:00:00,CMP-01,182.73,118.37,17.86,13.17,213.6,4.2,0.39,21.95,0,104.73,0.27,0,normal
2026-01-08 16:00:00,CMP-01,184.04,118.49,16.87,10.58,206.84,4.263,0.373,21.72,0,102.81,2.19,0,normal
2026-01-08 17:00:00,CMP-01,187.12,120.46,16.93,12.22,208.69,4.265,0.323,21.51,0,105.51,0.51,0,normal
2026-01-08 18:00:00,CMP-01,187.22,121.82,18.33,12.43,210.81,4.176,0.301,20.95,0,104.49,0.51,0,normal
2026-01-08 19:00:00,CMP-01,187.69,120.79,18.31,11.33,202.76,4.169,0.345,21.11,0,105.8,0.8,0,normal
2026-01-08 20:00:00,CMP-01,186.99,122.6,17.81,11.61,208.36,4.203,0.283,21.35,0,105.49,0.49,0,normal
2026-01-08 21:00:00,CMP-01,186.51,122.74,17.06,12.26,216.24,4.266,0.288,22.43,0,106.22,1.22,0,normal
2026-01-08 22:00:00,CMP-01,191.71,126.89,16.85,12.98,218.51,4.256,0.396,21.66,0,105.9,0.9,0,normal
2026-01-08 23:00:00,CMP-01,192.74,123.3,17.74,11.45,209.33,4.159,0.304,21.43,0,106.44,1.44,0,normal
2026-01-09 00:00:00,CMP-01,191.75,126.46,16.84,11.05,217.09,4.035,0.438,22.44,0,105.21,0.21,0,normal
2026-01-09 01:00:00,CMP-01,193.98,125.39,18.72,12.58,207.66,4.371,0.279,22.37,0,103.7,1.3,0,normal
2026-01-09 02:00:00,CMP-01,195.41,125.95,18.92,12.91,206.52,4.276,0.371,21.5,1,105.13,0.13,0,normal
2026-01-09 03:00:00,CMP-01,196.5,127.62,20.26,11.8,200.81,4.221,0.291,21.58,0,101.18,3.82,0,normal
2026-01-09 04:00:00,CMP-01,197.66,128.47,18.7,10.67,213.59,4.227,0.358,22.44,0,104.88,0.12,0,normal
2026-01-09 05:00:00,CMP-01,196.18,129.57,17.53,12.87,208.27,4.158,0.298,22.24,0,105.12,0.12,0,normal
2026-01-09 06:00:00,CMP-01,200.73,129.09,17.3,11.88,219.12,4.12,0.351,21.44,1,105.27,0.27,0,normal
2026-01-09 07:00:00,CMP-01,196.76,128.63,15.24,12.67,211.09,4.173,0.342,22.16,0,106.53,1.53,0,normal
2026-01-09 08:00:00,CMP-01,201.55,129.35,17.52,11.97,210.52,4.182,0.327,21.98,0,105.85,0.85,0,normal
2026-01-09 09:00:00,CMP-01,201.89,131.26,17.86,11.77,202.54,4.15,0.375,22.74,0,104.54,0.46,0,normal
2026-01-09 10:00:00,CMP-01,203.57,132.0,18.77,11.73,215.77,4.083,0.424,21.42,0,105.02,0.02,0,normal
2026-01-09 11:00:00,CMP-01,206.38,133.63,18.49,12.88,208.32,4.175,0.32,22.59,0,106.12,1.12,0,normal
2026-01-09 12:00:00,CMP-01,206.67,133.1,18.47,12.86,209.12,4.246,0.393,22.29,0,104.17,0.83,0,normal
2026-01-09 13:00:00,CMP-01,202.94,134.52,18.17,10.72,200.94,4.16,0.354,21.33,0,103.81,1.19,0,normal
2026-01-09 14:00:00,CMP-01,202.96,135.72,18.53,11.44,213.47,4.202,0.348,22.7,0,106.14,1.14,0,normal
2026-01-09 15:00:00,CMP-01,208.47,134.75,19.16,13.07,213.72,4.034,0.458,22.61,1,105.99,0.99,0,normal
