timestamp,tool_id,pad_hours,retaining_ring_hours,platen_motor_current,carrier_motor_current,slurry_flow_rate,downforce_pressure,vibration,temperature_c,alarm_count,wafer_removal_rate,process_drift_nm,maintenance_event,maintenance_state,platen_motor_current_rolling_6h,carrier_motor_current_rolling_6h,slurry_flow_rate_rolling_6h,vibration_rolling_6h,temperature_c_rolling_6h,alarm_count_rolling_6h,wafer_removal_rate_rolling_6h,process_drift_nm_rolling_6h,pad_life_pct,retaining_ring_life_pct,platen_current_delta_6h,slurry_flow_delta_6h,vibration_delta_6h,removal_rate_delta_6h,process_drift_delta_6h,feature_platen_current_high,feature_carrier_current_high,feature_slurry_flow_low,feature_vibration_high,feature_pad_hours_high,feature_alarm_burst,feature_removal_rate_low,feature_process_drift_high,sensor_threshold_count,alert_motor_vibration,alert_slurry_flow,alert_pad_wear,alert_pressure_drift,alert_alarm_burst,alert_process_drift,rule_risk_points,rule_risk_level,recommended_action
2026-01-01 14:00:00,CMP-01,15.25,9.52,17.56,12.91,203.19,4.348,0.356,21.92,1,105.22,0.22,0,normal,17.58,12.413333333333334,209.9766666666667,0.34400000000000003,21.87833333333333,0.16666666666666666,105.23833333333334,1.185,3.8125,3.173333333333333,-0.019999999999999574,-6.78666666666669,0.011999999999999955,-0.01833333333334508,-0.9650000000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 15:00:00,CMP-01,12.58,8.93,18.0,12.29,205.94,4.285,0.365,21.68,0,102.82,2.18,0,normal,17.543333333333333,12.346666666666666,209.34,0.3491666666666666,21.849999999999998,0.16666666666666666,104.68499999999999,1.3583333333333334,3.145,2.9766666666666666,0.456666666666667,-3.4000000000000057,0.015833333333333366,-1.8649999999999949,0.8216666666666668,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 16:00:00,CMP-01,15.18,12.85,17.86,11.73,203.49,4.237,0.438,22.48,0,104.27,0.73,0,normal,17.55333333333333,12.198333333333332,208.4083333333333,0.3621666666666667,21.945000000000004,0.16666666666666666,104.22166666666665,1.1383333333333334,3.795,4.283333333333333,0.3066666666666684,-4.918333333333294,0.07583333333333331,0.04833333333334622,-0.40833333333333344,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 17:00:00,CMP-01,13.58,13.82,16.87,12.48,206.64,4.218,0.35,21.16,0,104.72,0.28,0,normal,17.459999999999997,12.323333333333332,207.67,0.3741666666666667,21.75,0.16666666666666666,104.20833333333333,1.1516666666666668,3.395,4.6066666666666665,-0.5899999999999963,-1.0300000000000011,-0.024166666666666725,0.5116666666666703,-0.8716666666666668,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 18:00:00,CMP-01,15.68,9.95,17.79,11.54,212.04,4.167,0.331,21.76,1,102.6,2.4,0,normal,17.53,12.126666666666667,207.09166666666667,0.3641666666666667,21.833333333333332,0.3333333333333333,104.24833333333333,1.1116666666666666,3.92,3.3166666666666664,0.259999999999998,4.9483333333333235,-0.03316666666666668,-1.6483333333333405,1.2883333333333333,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 19:00:00,CMP-01,15.68,12.71,17.29,11.44,211.41,4.168,0.435,21.44,0,105.94,0.94,0,normal,17.561666666666664,12.065,207.11833333333334,0.37916666666666665,21.74,0.3333333333333333,104.26166666666666,1.125,3.92,4.236666666666667,-0.2716666666666647,4.291666666666657,0.055833333333333346,1.6783333333333417,-0.18500000000000005,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 20:00:00,CMP-01,19.58,16.01,18.13,11.13,207.42,4.249,0.324,22.36,0,105.36,0.36,0,normal,17.656666666666666,11.768333333333333,207.8233333333333,0.3738333333333334,21.813333333333333,0.16666666666666666,104.28499999999998,1.1483333333333332,4.895,5.336666666666668,0.4733333333333327,-0.40333333333330756,-0.049833333333333396,1.075000000000017,-0.7883333333333332,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 21:00:00,CMP-01,18.72,14.59,19.49,12.16,210.87,4.143,0.322,21.69,0,105.4,0.4,0,normal,17.905,11.746666666666668,208.645,0.36666666666666664,21.814999999999998,0.16666666666666666,104.71499999999999,0.8516666666666666,4.68,4.863333333333333,1.5849999999999973,2.2249999999999943,-0.04466666666666663,0.6850000000000165,-0.45166666666666655,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 22:00:00,CMP-01,22.49,14.57,18.5,11.97,206.79,4.298,0.28,22.03,0,103.6,1.4,0,normal,18.011666666666667,11.786666666666667,209.19500000000002,0.3403333333333333,21.74,0.16666666666666666,104.60333333333334,0.9633333333333333,5.6225,4.8566666666666665,0.4883333333333333,-2.4050000000000296,-0.060333333333333294,-1.0033333333333445,0.43666666666666665,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-01 23:00:00,CMP-01,23.28,14.7,17.75,11.95,204.14,4.161,0.402,22.25,1,103.78,1.22,0,normal,18.158333333333335,11.698333333333332,208.7783333333333,0.34900000000000003,21.921666666666667,0.3333333333333333,104.44666666666667,1.1199999999999999,5.82,4.8999999999999995,-0.408333333333335,-4.638333333333321,0.05299999999999999,-0.6666666666666714,0.10000000000000009,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 00:00:00,CMP-01,23.66,14.95,16.7,11.75,204.2,4.13,0.362,20.95,0,103.88,1.12,0,normal,17.976666666666663,11.733333333333334,207.47166666666666,0.3541666666666667,21.786666666666665,0.16666666666666666,104.66000000000001,0.9066666666666666,5.915,4.983333333333333,-1.2766666666666637,-3.2716666666666754,0.007833333333333303,-0.7800000000000153,0.21333333333333349,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 01:00:00,CMP-01,20.47,15.99,16.87,12.86,206.38,4.304,0.372,22.3,0,105.32,0.32,0,normal,17.906666666666666,11.97,206.63333333333333,0.34366666666666673,21.930000000000003,0.16666666666666666,104.55666666666667,0.8033333333333333,5.1175,5.33,-1.0366666666666653,-0.2533333333333303,0.028333333333333266,0.7633333333333212,-0.48333333333333334,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 02:00:00,CMP-01,25.03,16.24,16.65,11.75,215.48,4.188,0.357,21.51,0,104.38,0.62,0,normal,17.66,12.073333333333332,207.9766666666667,0.3491666666666667,21.78833333333333,0.16666666666666666,104.39333333333333,0.8466666666666667,6.2575,5.413333333333332,-1.0100000000000016,7.503333333333302,0.007833333333333303,-0.013333333333335418,-0.22666666666666668,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 03:00:00,CMP-01,26.91,18.44,18.58,11.57,204.45,4.244,0.342,21.83,0,106.28,1.28,0,normal,17.508333333333333,11.975,206.90666666666664,0.35250000000000004,21.811666666666667,0.16666666666666666,104.54,0.9933333333333333,6.7275,6.1466666666666665,1.0716666666666654,-2.4566666666666492,-0.01050000000000001,1.7399999999999949,0.28666666666666674,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 04:00:00,CMP-01,28.2,17.72,17.39,12.75,214.77,4.167,0.31,21.93,0,105.87,0.87,0,normal,17.323333333333334,12.104999999999999,208.23666666666665,0.3575,21.794999999999998,0.16666666666666666,104.91833333333334,0.9050000000000001,7.049999999999999,5.906666666666666,0.06666666666666643,6.53333333333336,-0.04749999999999999,0.951666666666668,-0.03500000000000014,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 05:00:00,CMP-01,26.25,18.32,18.05,12.85,215.11,4.02,0.31,22.53,0,102.99,2.01,0,normal,17.37333333333333,12.255,210.06500000000003,0.3421666666666667,21.84166666666667,0.0,104.78666666666668,1.0366666666666668,6.5625,6.1066666666666665,0.6766666666666694,5.0449999999999875,-0.03216666666666668,-1.796666666666681,0.9733333333333329,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 06:00:00,CMP-01,29.14,18.06,17.5,12.2,209.08,4.244,0.37,22.48,0,106.9,1.9,0,normal,17.506666666666664,12.329999999999998,210.87833333333333,0.34349999999999997,22.096666666666668,0.0,105.28999999999998,1.1666666666666665,7.285,6.02,-0.006666666666664156,-1.7983333333333178,0.026500000000000024,1.6100000000000279,0.7333333333333334,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 07:00:00,CMP-01,29.24,20.09,18.07,10.96,209.61,4.092,0.355,23.15,0,105.21,0.21,0,normal,17.706666666666667,12.013333333333334,211.41666666666666,0.3406666666666667,22.238333333333333,0.0,105.27166666666666,1.1483333333333332,7.31,6.696666666666666,0.3633333333333333,-1.8066666666666436,0.014333333333333309,-0.061666666666667425,-0.9383333333333332,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 08:00:00,CMP-01,30.54,19.73,19.12,11.64,207.36,4.287,0.429,22.12,0,104.22,0.78,0,normal,18.118333333333332,11.995,210.0633333333333,0.3526666666666667,22.340000000000003,0.0,105.245,1.175,7.635,6.576666666666667,1.0016666666666687,-2.7033333333332905,0.07633333333333331,-1.0250000000000057,-0.395,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 09:00:00,CMP-01,34.91,21.23,17.45,12.37,209.7,4.076,0.311,21.69,1,105.15,0.15,0,normal,17.93,12.128333333333336,210.93833333333336,0.3475,22.316666666666666,0.16666666666666666,105.05666666666667,0.9866666666666665,8.7275,7.076666666666667,-0.4800000000000004,-1.2383333333333724,-0.03649999999999998,0.09333333333333371,-0.8366666666666664,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 10:00:00,CMP-01,32.55,23.35,17.73,12.01,212.43,4.051,0.324,21.67,0,103.17,1.83,0,normal,17.986666666666668,12.005,210.54833333333337,0.3498333333333333,22.273333333333337,0.16666666666666666,104.60666666666667,1.1466666666666665,8.1375,7.783333333333334,-0.2566666666666677,1.8816666666666322,-0.025833333333333264,-1.4366666666666674,0.6833333333333336,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 11:00:00,CMP-01,34.94,23.19,17.35,12.93,209.84,4.225,0.298,22.43,0,105.26,0.26,0,normal,17.87,12.018333333333333,209.67,0.34783333333333327,22.256666666666664,0.16666666666666666,104.98500000000001,0.8549999999999999,8.735,7.73,-0.5199999999999996,0.17000000000001592,-0.049833333333333285,0.2749999999999915,-0.5949999999999999,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 12:00:00,CMP-01,37.59,24.01,18.7,11.18,213.78,4.234,0.417,23.05,0,102.55,2.45,0,normal,18.07,11.848333333333334,210.45333333333335,0.35566666666666663,22.35166666666667,0.16666666666666666,104.26,0.9466666666666667,9.3975,8.003333333333334,0.629999999999999,3.326666666666654,0.06133333333333335,-1.710000000000008,1.5033333333333334,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 13:00:00,CMP-01,35.95,24.48,17.18,12.41,214.53,4.209,0.288,22.22,0,104.25,0.75,0,normal,17.921666666666667,12.089999999999998,211.2733333333333,0.34450000000000003,22.19666666666667,0.16666666666666666,104.10000000000001,1.0366666666666668,8.9875,8.16,-0.7416666666666671,3.256666666666689,-0.05650000000000005,0.14999999999999147,-0.28666666666666685,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 14:00:00,CMP-01,37.8,24.77,17.09,11.62,211.17,4.103,0.387,21.62,0,106.7,1.7,0,normal,17.583333333333332,12.086666666666666,211.90833333333333,0.33749999999999997,22.113333333333333,0.16666666666666666,104.51333333333332,1.19,9.45,8.256666666666666,-0.4933333333333323,-0.7383333333333439,0.049500000000000044,2.1866666666666816,0.51,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 15:00:00,CMP-01,39.2,25.2,16.89,12.79,211.1,4.271,0.42,22.18,0,106.58,1.58,0,normal,17.49,12.156666666666666,212.14166666666665,0.35566666666666663,22.195000000000004,0.0,104.75166666666667,1.4283333333333335,9.8,8.399999999999999,-0.5999999999999979,-1.0416666666666572,0.06433333333333335,1.8283333333333331,0.15166666666666662,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 16:00:00,CMP-01,40.11,25.63,16.87,11.95,209.55,4.083,0.342,22.17,0,104.63,0.37,0,normal,17.346666666666668,12.146666666666667,211.66166666666666,0.3586666666666667,22.278333333333336,0.0,104.995,1.185,10.0275,8.543333333333333,-0.47666666666666657,-2.1116666666666504,-0.016666666666666663,-0.3650000000000091,-0.8150000000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 17:00:00,CMP-01,38.79,27.56,18.38,12.62,211.18,4.163,0.384,22.02,0,104.05,0.95,0,normal,17.518333333333334,12.094999999999999,211.885,0.373,22.209999999999997,0.0,104.79333333333334,1.3,9.6975,9.186666666666667,0.8616666666666646,-0.7049999999999841,0.01100000000000001,-0.7433333333333394,-0.3500000000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 18:00:00,CMP-01,42.14,26.0,20.06,11.61,205.35,4.137,0.243,21.51,0,105.75,0.75,0,normal,17.745,12.166666666666666,210.48000000000002,0.34400000000000003,21.953333333333333,0.0,105.32666666666667,1.0166666666666666,10.535,8.666666666666668,2.3149999999999977,-5.130000000000024,-0.10100000000000003,0.423333333333332,-0.2666666666666666,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 19:00:00,CMP-01,45.45,29.56,17.2,11.15,211.41,4.17,0.329,20.34,0,105.11,0.11,0,normal,17.74833333333333,11.956666666666665,209.96,0.35083333333333333,21.64,0.0,105.46999999999998,0.91,11.3625,9.853333333333333,-0.548333333333332,1.4499999999999886,-0.021833333333333316,-0.3599999999999852,-0.8,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 20:00:00,CMP-01,41.22,28.64,18.76,11.33,210.61,4.268,0.267,21.65,0,105.35,0.35,0,normal,18.026666666666667,11.908333333333333,209.86666666666667,0.33083333333333337,21.645,0.0,105.24499999999999,0.685,10.305,9.546666666666667,0.7333333333333343,0.7433333333333394,-0.06383333333333335,0.10500000000000398,-0.3350000000000001,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 21:00:00,CMP-01,46.55,28.35,18.2,11.64,206.35,4.149,0.357,22.69,0,105.48,0.48,0,normal,18.245,11.716666666666667,209.07500000000002,0.32033333333333336,21.73,0.0,105.06166666666667,0.5016666666666667,11.6375,9.45,-0.045000000000001705,-2.7250000000000227,0.036666666666666625,0.41833333333333655,-0.021666666666666723,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 22:00:00,CMP-01,46.21,29.31,17.12,11.39,218.38,4.245,0.349,22.14,0,104.49,0.51,0,normal,18.286666666666665,11.623333333333333,210.54666666666665,0.3215,21.724999999999998,0.0,105.03833333333334,0.525,11.5525,9.77,-1.1666666666666643,7.833333333333343,0.02749999999999997,-0.5483333333333462,-0.015000000000000013,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-02 23:00:00,CMP-01,45.85,29.74,17.78,12.72,205.91,4.256,0.311,20.56,0,105.63,0.63,0,normal,18.186666666666667,11.64,209.66833333333332,0.3093333333333333,21.481666666666666,0.0,105.30166666666668,0.4716666666666667,11.4625,9.913333333333332,-0.4066666666666663,-3.7583333333333258,0.0016666666666667052,0.32833333333331893,0.15833333333333333,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 00:00:00,CMP-01,51.6,31.39,17.81,12.8,206.32,4.063,0.395,22.0,0,102.34,2.66,0,normal,17.811666666666667,11.838333333333333,209.83,0.33466666666666667,21.563333333333333,0.0,104.73333333333333,0.79,12.9,10.463333333333335,-0.0016666666666687036,-3.5100000000000193,0.06033333333333335,-2.393333333333331,1.87,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 01:00:00,CMP-01,50.37,30.99,17.45,12.16,210.9,4.107,0.366,20.79,1,106.8,1.8,0,normal,17.853333333333335,12.006666666666668,209.745,0.3408333333333333,21.638333333333332,0.16666666666666666,105.015,1.0716666666666665,12.592499999999998,10.329999999999998,-0.403333333333336,1.1550000000000011,0.02516666666666667,1.7849999999999966,0.7283333333333335,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 02:00:00,CMP-01,47.84,33.87,19.54,11.38,202.06,4.169,0.323,23.3,0,102.62,2.38,0,normal,17.983333333333334,12.015,208.32000000000002,0.3501666666666667,21.91333333333333,0.16666666666666666,104.56,1.4100000000000001,11.96,11.29,1.5566666666666649,-6.260000000000019,-0.027166666666666672,-1.9399999999999977,0.9699999999999998,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 03:00:00,CMP-01,51.13,32.21,16.48,11.93,206.63,4.153,0.323,22.12,0,104.06,0.94,0,normal,17.69666666666667,12.063333333333334,208.36666666666667,0.34450000000000003,21.81833333333333,0.16666666666666666,104.32333333333334,1.4866666666666666,12.782499999999999,10.736666666666666,-1.2166666666666686,-1.7366666666666788,-0.02150000000000002,-0.2633333333333354,-0.5466666666666666,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 04:00:00,CMP-01,53.04,31.07,18.3,11.59,203.7,4.225,0.276,21.21,0,103.78,1.22,0,normal,17.893333333333334,12.096666666666666,205.92,0.3323333333333333,21.66333333333333,0.16666666666666666,104.205,1.6050000000000002,13.26,10.356666666666667,0.4066666666666663,-2.219999999999999,-0.05633333333333329,-0.42499999999999716,-0.38500000000000023,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 05:00:00,CMP-01,52.66,33.57,18.27,12.87,205.93,4.045,0.34,22.52,0,105.56,0.56,0,normal,17.974999999999998,12.121666666666668,205.92333333333332,0.33716666666666667,21.99,0.16666666666666666,104.19333333333333,1.5933333333333335,13.165,11.19,0.2950000000000017,0.006666666666689025,0.0028333333333333544,1.3666666666666742,-1.0333333333333334,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 06:00:00,CMP-01,55.23,32.69,17.54,12.19,209.26,4.258,0.453,21.49,0,105.84,0.84,0,normal,17.93,12.020000000000001,206.41333333333333,0.3468333333333333,21.905,0.16666666666666666,104.77666666666666,1.2899999999999998,13.807500000000001,10.896666666666665,-0.39000000000000057,2.846666666666664,0.10616666666666669,1.0633333333333468,-0.44999999999999984,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 07:00:00,CMP-01,54.88,35.7,18.12,12.29,211.06,4.26,0.314,22.37,0,105.55,0.55,0,normal,18.041666666666668,12.041666666666666,206.44000000000003,0.33816666666666667,22.168333333333333,0.0,104.56833333333333,1.0816666666666668,13.720000000000002,11.9,0.07833333333333314,4.619999999999976,-0.02416666666666667,0.9816666666666691,-0.5316666666666667,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
2026-01-03 08:00:00,CMP-01,57.2,37.67,18.7,11.76,214.19,4.187,0.369,22.01,0,106.01,1.01,0,normal,17.901666666666667,12.104999999999999,208.46166666666667,0.3458333333333334,21.953333333333333,0.0,105.13333333333333,0.8533333333333334,14.3,12.556666666666667,0.798333333333332,5.728333333333325,0.023166666666666613,0.8766666666666794,0.15666666666666662,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,normal,Continue normal monitoring
